pid,psr,trg,yds,comp
658715,TB-2300,JW-2550,-2,1
658716,TB-2300,JW-2550,8,1
658717,TB-2300,DA-0900,7,1
658722,TB-2300,JW-2550,9,1
658725,TB-2300,DA-0900,12,1
658727,TB-2300,AD-1450,0,0
658728,TB-2300,SC-0400,8,1
658735,BB-2425,BW-0400,0,0
658736,BB-2425,AR-1250,37,1
658737,BB-2425,BP-0650,6,1
658738,BB-2425,AR-1250,20,1
658739,BB-2425,CH-1200,0,0
658740,BB-2425,CH-1200,11,1
658741,BB-2425,CH-1200,6,1
658747,LM-0800,CS-3400,3,1
658749,LM-0800,BC-1850,9,1
658751,LM-0800,WS-0925,11,1
658753,LM-0800,BC-2325,8,1
658754,LM-0800,BC-2325,7,1
658756,LM-0800,WS-0925,0,0
658757,LM-0800,WS-0925,5,1
658762,CN-0500,ED-0400,9,1
658763,CN-0500,TG-0900,18,1
658765,CN-0500,DF-2200,0,0
658766,CN-0500,GO-0100,0,0
658770,LM-0800,WS-0925,4,1
658771,LM-0800,JH-4070,10,1
658772,LM-0800,BC-2325,10,1
658774,LM-0800,KR-1050,4,1
658775,LM-0800,BW-0700,10,1
658776,LM-0800,BW-0700,4,1
658777,LM-0800,MI-0100,10,1
658779,LM-0800,MC-2400,5,1
658787,CN-0500,BB-2050,13,1
658789,CN-0500,GO-0100,27,1
658791,CN-0500,MT-1300,2,1
658793,CN-0500,TG-0900,14,1
658799,CN-0500,GO-0100,11,1
658805,LM-0800,KR-1050,4,1
658806,LM-0800,BW-0700,20,1
658809,CN-0500,GO-0100,52,1
658811,CN-0500,TG-0900,0,0
658812,CN-0500,MT-1300,12,1
658815,CN-0500,GO-0100,4,1
658816,CN-0500,GO-0100,15,1
658817,CN-0500,GO-0100,0,0
658818,CN-0500,DF-2200,0,0
658822,CN-0500,MT-1300,14,1
658824,CN-0500,ED-0400,0,0
658834,CN-0500,TG-0900,55,1
658836,CN-0500,GO-0100,8,1
658838,CN-0500,GO-0100,11,1
658841,LM-0800,MC-2400,11,1
658844,LM-0800,MI-0100,1,1
658845,LM-0800,MC-2400,9,1
658848,LM-0800,BC-1850,0,0
658849,LM-0800,BW-0700,8,1
658850,CN-0500,TG-0900,0,0
658856,CN-0500,JS-6700,0,0
658857,CN-0500,DF-2200,0,0
658860,LM-0800,WS-0925,9,1
658867,CN-0500,GO-0100,0,0
658869,CN-0500,FW-0750,14,1
658870,CN-0500,DF-2200,14,1
658871,CN-0500,TG-0900,6,1
658872,CN-0500,ED-0400,10,1
658878,LM-0800,BC-2325,13,1
658879,LM-0800,BC-1850,0,0
658881,LM-0800,WS-0925,15,1
658883,LM-0800,MC-2400,22,1
658885,LM-0800,MI-0100,3,1
658886,LM-0800,CS-3400,19,1
658891,CN-0500,GO-0100,6,1
658892,CN-0500,BB-2050,0,0
658895,LM-0800,MI-0100,12,1
658896,LM-0800,WS-0925,0,0
658899,LM-0800,MC-2400,0,0
658900,LM-0800,BC-2325,16,1
658901,LM-0800,BC-2325,15,1
658902,LM-0800,MC-2400,0,0
658904,LM-0800,BC-2325,0,0
658910,LM-0800,BC-2325,10,1
658911,LM-0800,MI-0100,23,1
658915,RF-0500,JK-1000,7,1
658916,RF-0500,JK-1000,4,1
658921,SB-1100,RM-1200,0,0
658922,SB-1100,RM-1200,-3,1
658923,SB-1100,JM-1550,17,1
658926,SB-1100,DS-3300,0,0
658928,SB-1100,MA-1400,0,0
658932,RF-0500,QE-0100,5,1
658933,RF-0500,BM-0300,2,1
658935,SB-1100,NA-0050,0,0
658938,SB-1100,DS-3300,9,1
658941,SB-1100,NA-0050,0,0
658943,RF-0500,QE-0100,0,0
658944,RF-0500,JK-1000,9,1
658945,RF-0500,JC-5900,5,1
658947,RF-0500,BM-0300,-8,1
658948,RF-0500,JK-1000,6,1
658951,SB-1100,JM-1550,8,1
658952,SB-1100,ZE-0100,9,1
658954,SB-1100,MA-1400,0,0
658957,RF-0500,DS-3031,0,0
658958,RF-0500,QE-0100,0,0
658964,RF-0500,JK-1000,0,0
658967,SB-1100,RM-1200,0,0
658968,SB-1100,MA-1400,0,0
658970,RF-0500,BP-1200,0,1
658971,RF-0500,ZS-0150,3,1
658972,RF-0500,JK-1000,0,0
658976,SB-1100,ZE-0100,21,1
658978,SB-1100,JM-1550,5,1
658980,SB-1100,JM-1550,0,0
658981,SB-1100,RM-1200,23,1
658984,RF-0500,BM-0300,15,1
658985,SB-1100,NA-0050,0,0
658986,SB-1100,DS-3300,0,1
658990,SB-1100,JM-1550,4,1
658994,RF-0500,QE-0100,6,1
658997,RF-0500,QE-0100,26,1
658999,RF-0500,DS-3031,12,1
659000,RF-0500,BM-0300,18,1
659001,RF-0500,DS-3031,0,0
659002,RF-0500,BM-0300,16,1
659008,SB-1100,JM-1550,10,1
659011,SB-1100,DS-3300,9,1
659013,RF-0500,DS-3031,16,1
659015,RF-0500,BM-0300,16,1
659016,RF-0500,JC-5900,0,0
659017,RF-0500,QE-0100,0,0
659018,RF-0500,DS-3031,0,0
659020,SB-1100,JM-1550,5,1
659021,SB-1100,JM-1550,0,0
659022,SB-1100,MA-1400,0,0
659026,RF-0500,BM-0300,0,0
659028,RF-0500,BP-1200,0,1
659029,RF-0500,BP-1200,5,1
659030,RF-0500,DS-3031,0,0
659033,SB-1100,DS-3300,0,0
659035,RF-0500,ZS-0150,-5,1
659036,RF-0500,JK-1000,0,0
659037,RF-0500,JK-1000,0,1
659040,SB-1100,DS-3300,1,1
659043,RF-0500,DS-3031,11,1
659044,RF-0500,DS-3031,0,0
659046,RF-0500,BM-0300,14,1
659047,RF-0500,JC-5900,0,0
659051,RF-0500,JC-5900,5,1
659054,RF-0500,JK-1000,0,0
659055,RF-0500,BM-0300,20,1
659056,RF-0500,QE-0100,7,1
659057,RF-0500,BM-0300,2,1
659059,RF-0500,BM-0300,0,0
659060,RF-0500,JK-1000,7,1
659067,RF-0500,BP-1200,11,1
659068,RF-0500,JK-1000,0,0
659069,RF-0500,BM-0300,0,0
659072,SB-1100,NA-0050,0,0
659074,RF-0500,QE-0100,6,1
659075,RF-0500,DS-3031,0,0
659076,RF-0500,BM-0300,14,1
659077,RF-0500,BP-1200,12,1
659078,RF-0500,QE-0100,0,0
659079,RF-0500,BM-0300,0,0
659084,RF-0500,BP-1200,13,1
659085,RF-0500,QE-0100,0,0
659086,RF-0500,BP-1200,0,0
659087,RF-0500,BP-1200,3,1
659100,RM-0300,DH-3950,6,1
659103,RM-0300,NW-0100,0,0
659107,JW-5650,VJ-0100,19,1
659112,JW-5650,VJ-0100,0,0
659114,RM-0300,GG-0400,9,1
659116,RM-0300,CS-1500,11,1
659117,RM-0300,DH-3950,17,1
659121,RM-0300,JG-3850,5,1
659122,RM-0300,NW-0100,0,0
659123,RM-0300,DH-3950,5,1
659126,JW-5650,ME-0600,20,1
659129,JW-5650,ME-0600,0,0
659131,RM-0300,NW-0100,0,0
659132,RM-0300,NW-0100,14,1
659133,RM-0300,CS-1500,7,1
659139,RM-0300,NW-0100,5,1
659140,RM-0300,DH-3950,0,0
659142,JW-5650,ME-0600,16,1
659143,JW-5650,ME-0600,18,1
659145,JW-5650,LM-1800,0,0
659146,JW-5650,BM-3800,10,1
659150,RM-0300,CW-4050,-1,1
659151,RM-0300,DH-3950,12,1
659154,RM-0300,CS-1500,18,1
659158,RM-0300,CS-1500,0,0
659160,JW-5650,BM-3800,0,0
659162,JW-5650,RS-0975,0,0
659164,RM-0300,JP-4187,0,0
659167,JW-5650,CS-1950,32,1
659171,RM-0300,CS-1500,14,1
659174,RM-0300,NW-0100,12,1
659176,RM-0300,DH-3950,0,0
659177,RM-0300,DH-3950,0,0
659180,JW-5650,BM-3800,4,1
659181,JW-5650,VJ-0100,21,1
659182,JW-5650,VJ-0100,0,0
659183,JW-5650,LM-1800,0,0
659184,JW-5650,ME-0600,0,0
659186,RM-0300,DH-3950,0,0
659190,JW-5650,ME-0600,18,1
659192,JW-5650,ME-0600,0,0
659193,JW-5650,ME-0600,0,0
659196,RM-0300,CS-1500,0,0
659197,RM-0300,JG-3850,1,1
659200,JW-5650,ME-0600,0,0
659205,JW-5650,ME-0600,0,0
659208,RM-0300,CS-1500,0,0
659209,RM-0300,DH-3950,0,0
659215,JW-5650,,0,0
659218,RM-0300,DH-3950,14,1
659220,RM-0300,DH-3950,6,1
659222,RM-0300,CS-1500,-3,1
659224,JW-5650,,0,0
659225,JW-5650,ME-0600,6,1
659226,JW-5650,ME-0600,0,0
659229,RM-0300,DH-3950,0,0
659230,RM-0300,JG-3850,9,1
659233,RM-0300,DH-3950,12,1
659235,RM-0300,NW-0100,0,0
659236,RM-0300,JG-3850,4,1
659240,JW-5650,LM-1800,33,1
659241,JW-5650,BM-3800,4,1
659242,JW-5650,LM-1800,19,1
659244,JW-5650,ME-0600,0,0
659245,JW-5650,ME-0600,0,0
659247,RM-0300,DH-3950,29,1
659250,RM-0300,CS-1500,11,1
659254,JW-5650,LM-1800,0,0
659256,JW-5650,ME-0600,0,0
659261,RM-0300,NW-0100,11,1
659264,RM-0300,NW-0100,0,0
659276,JW-5650,LM-1800,9,1
659277,JW-5650,ME-0600,17,1
659278,JW-5650,CS-1950,9,1
659279,JW-5650,ME-0600,6,1
659284,TB-2650,CJ-1450,9,1
659287,TB-2650,JW-6560,0,0
659291,PR-0300,KA-0650,5,1
659294,TB-2650,MW-0500,13,1
659297,TB-2650,KR-1200,0,0
659298,TB-2650,CJ-1450,0,0
659300,PR-0300,DW-4300,22,1
659306,TB-2650,AT-0350,0,0
659310,TB-2650,KR-1200,10,1
659312,PR-0300,MG-1150,0,0
659313,PR-0300,KA-0650,0,0
659317,TB-2650,KR-1200,0,0
659321,PR-0300,KA-0650,16,1
659323,PR-0300,BO-0150,0,0
659324,PR-0300,KA-0650,0,0
659329,TB-2650,JW-6560,2,1
659330,TB-2650,MW-0500,19,1
659332,TB-2650,AT-0350,5,1
659333,TB-2650,MA-1150,6,1
659334,TB-2650,JW-6560,17,1
659339,PR-0300,JP-2800,8,1
659340,PR-0300,SJ-0600,1,1
659342,PR-0300,JP-2800,15,1
659344,PR-0300,KA-0650,2,1
659345,PR-0300,DW-4300,0,0
659348,TB-2650,KR-1200,0,0
659349,TB-2650,KR-1200,4,1
659351,PR-0300,MF-0800,6,1
659354,PR-0300,SJ-0600,0,0
659355,PR-0300,MF-0800,39,1
659356,PR-0300,KA-0650,8,1
659357,PR-0300,KA-0650,7,1
659358,PR-0300,KA-0650,0,0
659359,PR-0300,KA-0650,34,1
659362,TB-2650,MA-1150,-1,1
659365,PR-0300,KA-0650,7,1
659375,PR-0300,KA-0650,0,0
659376,PR-0300,DW-4300,2,1
659378,TB-2650,AT-0350,0,0
659380,TB-2650,JW-6560,9,1
659383,TB-2650,MP-2350,0,0
659384,TB-2650,AT-0350,11,1
659386,TB-2650,MW-0500,17,1
659389,TB-2650,JM-3450,0,0
659390,TB-2650,MW-0500,0,0
659398,PR-0300,MF-0800,9,1
659400,PR-0300,JP-2800,5,1
659403,PR-0300,KA-0650,0,0
659404,PR-0300,SJ-0600,30,1
659405,PR-0300,MF-0800,0,0
659406,PR-0300,MF-0800,0,0
659407,PR-0300,SJ-0600,0,0
659410,PR-0300,MF-0800,9,1
659412,PR-0300,JP-2800,7,1
659415,PR-0300,KA-0650,6,1
659416,PR-0300,MF-0800,0,0
659417,PR-0300,DW-4300,8,1
659421,TB-2650,MP-2350,0,0
659425,KC-1400,KA-0650,6,1
659426,KC-1400,KA-0650,14,1
659427,KC-1400,KA-0650,0,0
659429,KC-1400,SJ-0600,15,1
659433,KC-1400,KA-0650,9,1
659436,KC-1400,KA-0650,19,1
659441,BR-1100,LB-0250,10,1
659442,BR-1100,AB-3500,7,1
659443,BR-1100,MW-1250,12,1
659445,BR-1100,AB-3500,6,1
659446,BR-1100,AB-3500,8,1
659449,BR-1100,LB-0250,20,1
659450,BR-1100,HM-0200,8,1
659451,BR-1100,LB-0250,0,0
659457,NF-0250,TM-0650,15,1
659459,NF-0250,LK-0200,7,1
659460,NF-0250,LK-0200,0,0
659463,BR-1100,DH-2800,6,1
659464,BR-1100,AB-3500,19,1
659465,BR-1100,AB-3500,16,1
659468,BR-1100,AB-3500,15,1
659469,BR-1100,LB-0250,9,1
659470,BR-1100,HM-0200,0,0
659472,BR-1100,AB-3500,-4,1
659478,NF-0250,TA-1050,12,1
659480,NF-0250,TA-1050,10,1
659482,NF-0250,TG-1950,5,1
659483,NF-0250,TA-1050,3,1
659484,JH-3230,SB-0070,0,0
659487,BR-1100,MW-1250,0,0
659489,NF-0250,KB-1900,14,1
659491,NF-0250,TA-1050,6,1
659492,NF-0250,KB-1900,19,1
659495,NF-0250,KB-1900,0,0
659500,BR-1100,AB-3500,12,1
659501,BR-1100,AB-3500,7,1
659503,BR-1100,HM-0200,9,1
659505,NF-0250,LK-0200,5,1
659508,NF-0250,CH-1230,0,0
659509,NF-0250,KB-1900,15,1
659510,NF-0250,LK-0200,0,0
659512,NF-0250,BC-3070,12,1
659514,BR-1100,AB-3500,8,1
659517,BR-1100,AB-3500,0,0
659519,BR-1100,AB-3500,14,1
659520,BR-1100,DH-2800,6,1
659521,BR-1100,LB-0250,4,1
659524,MV-0300,LB-0250,3,1
659526,NF-0250,KB-1900,26,1
659529,NF-0250,TA-1050,7,1
659530,NF-0250,JC-4300,7,1
659532,MV-0300,LB-0250,20,1
659539,NF-0250,BC-3070,6,1
659543,MV-0300,AB-3500,0,0
659546,NF-0250,KB-1900,10,1
659551,NF-0250,JC-4300,0,0
659559,MV-0300,MW-1250,4,1
659560,MV-0300,LB-0250,4,1
659562,NF-0250,LK-0200,0,0
659565,MV-0300,DH-2800,7,1
659568,NF-0250,KB-1900,13,1
659569,NF-0250,JC-4300,0,0
659570,NF-0250,KB-1900,5,1
659571,NF-0250,KB-1900,0,0
659572,NF-0250,KB-1900,0,0
659576,CP-0500,LF-0200,21,1
659577,CP-0500,LF-0200,13,1
659580,CP-0500,LF-0200,0,0
659584,CK-0100,VD-0100,0,0
659587,CK-0100,BB-1550,0,1
659588,CK-0100,CH-5000,10,1
659590,CK-0100,AB-2000,0,0
659601,CP-0500,DF-0550,13,1
659602,CP-0500,LF-0200,23,1
659604,CP-0500,CJ-1700,0,0
659605,CP-0500,LF-0200,16,1
659606,CP-0500,JB-6950,13,1
659608,CP-0500,LF-0200,17,1
659609,CP-0500,MF-0950,0,0
659627,CP-0500,JB-6950,0,0
659628,CP-0500,JB-6950,27,1
659629,CP-0500,JG-3700,0,0
659639,CK-0100,AB-2000,2,1
659642,CP-0500,DJ-1325,5,1
659643,CP-0500,MF-0950,0,0
659645,CK-0100,AB-2000,14,1
659650,CP-0500,JB-6950,22,1
659651,CP-0500,DF-0550,0,0
659652,CP-0500,LF-0200,9,1
659654,CP-0500,DJ-1325,2,1
659655,CP-0500,MF-0950,0,0
659656,CK-0100,QP-0050,7,1
659657,CK-0100,TS-2300,0,0
659658,CK-0100,VD-0100,0,0
659659,CP-0500,JB-6950,0,0
659660,CP-0500,DJ-1325,9,1
659661,CP-0500,MF-0950,12,1
659662,CP-0500,,0,0
659665,CK-0100,TS-2300,0,0
659667,CP-0500,JG-3700,12,1
659668,CP-0500,CJ-1700,40,1
659669,CP-0500,LF-0200,4,1
659682,CP-0500,LF-0200,23,1
659694,CP-0500,MF-0950,0,0
659701,CK-0100,AB-2000,0,0
659704,CP-0500,JG-3700,22,1
659714,CP-0500,LF-0200,0,0
659715,CP-0500,LF-0200,8,1
659718,CK-0100,GC-0350,8,1
659719,CK-0100,QP-0050,0,0
659721,CK-0100,GC-0350,9,1
659722,CK-0100,MD-0150,0,0
659723,CK-0100,GC-0350,12,1
659724,CK-0100,MD-0150,0,0
659725,CK-0100,MD-0150,5,1
659726,CK-0100,QP-0050,0,0
659733,RT-0150,JL-0215,0,0
659734,RT-0150,GJ-0400,0,0
659736,TT-0500,CC-2100,9,1
659737,TT-0500,CC-2100,24,1
659738,TT-0500,PH-0400,3,1
659739,TT-0500,RW-4050,16,1
659740,TT-0500,CC-2100,25,1
659743,RT-0150,GJ-0400,0,0
659746,RT-0150,RM-1500,0,0
659748,RT-0150,DW-3125,0,0
659749,RT-0150,RM-1500,14,1
659753,TT-0500,SW-0450,39,1
659754,TT-0500,LM-1000,0,0
659755,TT-0500,SW-0450,0,0
659756,TT-0500,CC-2100,12,1
659759,TT-0500,LM-1000,10,1
659763,RT-0150,JC-0400,10,1
659764,RT-0150,JL-0215,7,1
659765,RT-0150,JC-0400,-3,1
659766,RT-0150,JC-0400,0,0
659770,TT-0500,CH-3350,0,0
659772,RT-0150,JL-0215,0,0
659779,TT-0500,PH-0400,4,1
659780,TT-0500,CH-3350,3,1
659786,RT-0150,JL-0215,11,1
659788,RT-0150,JL-0215,4,1
659792,TT-0500,RW-4050,11,1
659795,TT-0500,PH-0400,18,1
659796,TT-0500,CH-3350,1,1
659797,TT-0500,CC-2100,0,0
659798,TT-0500,PH-0400,0,0
659800,RT-0150,JL-0215,11,1
659801,RT-0150,JC-0400,9,1
659802,RT-0150,DP-0350,19,1
659803,RT-0150,DW-3125,0,0
659804,RT-0150,JC-0400,0,0
659805,RT-0150,JL-0215,0,0
659808,RT-0150,RM-1500,18,1
659810,RT-0150,RM-1500,0,0
659811,RT-0150,JL-0215,12,1
659812,RT-0150,JC-0400,0,0
659814,TT-0500,CC-2100,12,1
659815,TT-0500,RW-4050,5,1
659821,TT-0500,PH-0400,8,1
659823,TT-0500,LM-1000,0,0
659824,TT-0500,PH-0400,12,1
659827,TT-0500,PH-0400,12,1
659833,RT-0150,JL-0215,0,1
659834,RT-0150,RM-1500,9,1
659836,RT-0150,JS-7050,13,1
659837,RT-0150,RM-1500,21,1
659842,TT-0500,PH-0400,9,1
659844,TT-0500,RW-4050,6,1
659850,TT-0500,RW-4050,0,0
659852,TT-0500,CH-3350,38,1
659856,RT-0150,KS-2350,0,0
659857,RT-0150,DP-0350,18,1
659859,RT-0150,JL-0215,13,1
659860,RT-0150,DP-0350,9,1
659862,RT-0150,DW-3125,5,1
659863,RT-0150,RM-1500,5,1
659864,RT-0150,JL-0215,9,1
659865,RT-0150,JC-0400,0,0
659867,RT-0150,JL-0215,0,0
659868,RT-0150,DP-0350,0,0
659869,RT-0150,JL-0215,0,0
659870,RT-0150,DP-0350,0,0
659872,TT-0500,CC-2100,0,0
659875,RT-0150,RM-1500,0,0
659876,RT-0150,RM-1500,0,0
659878,RT-0150,LM-1150,7,1
659879,RT-0150,RM-1500,46,1
659886,RT-0150,LM-1150,4,1
659887,RT-0150,LM-1150,16,1
659891,RT-0150,GJ-0400,10,1
659898,RT-0150,JC-0400,0,0
659899,RT-0150,DP-0350,0,0
659900,RT-0150,DP-0350,0,0
659905,JC-3100,MF-1300,0,0
659906,JC-3100,ER-0500,3,1
659908,RW-3850,JG-2900,9,1
659910,RW-3850,FJ-0100,5,1
659919,JC-3100,MB-1800,6,1
659921,RW-3850,RL-1100,0,0
659932,RW-3850,TR-0112,0,0
659933,RW-3850,JG-2900,9,1
659942,JC-3100,ER-0500,9,1
659943,JC-3100,MB-1800,4,1
659946,JC-3100,MW-3250,0,0
659949,RW-3850,JK-0250,3,1
659954,JC-3100,MB-1800,0,1
659957,JC-3100,MF-1300,0,0
659958,JC-3100,JB-2950,0,0
659962,RW-3850,JK-0250,19,1
659963,RW-3850,JG-2900,22,1
659964,RW-3850,JG-2900,4,1
659967,RW-3850,ML-2500,9,1
659968,RW-3850,JK-0250,15,1
659969,RW-3850,,0,0
659970,RW-3850,JG-2900,0,0
659971,RW-3850,CM-0850,0,0
659976,JC-3100,ZM-0250,21,1
659978,JC-3100,MF-1300,0,0
659981,RW-3850,RL-1100,23,1
659984,RW-3850,JK-0250,13,1
659988,JC-3100,MW-3250,0,0
659989,JC-3100,JB-2950,0,0
659995,RW-3850,DB-0500,22,1
659998,RW-3850,JG-2900,30,1
660002,JC-3100,ER-0500,5,1
660007,RW-3850,JK-0250,22,1
660010,RW-3850,,0,0
660011,RW-3850,,0,0
660014,JC-3100,MB-1800,0,0
660016,JC-3100,MB-1800,5,1
660019,RW-3850,CH-2350,0,0
660021,RW-3850,DB-0500,7,1
660023,RW-3850,JG-2900,3,1
660024,RW-3850,JK-0250,4,1
660025,RW-3850,JG-2900,6,1
660027,RW-3850,TL-1025,0,0
660034,JC-3100,JR-2800,10,1
660038,RW-3850,FJ-0100,4,1
660039,RW-3850,,0,0
660042,RW-3850,DB-0500,6,1
660050,MS-4100,GT-0100,3,1
660052,PM-0200,DT-0900,4,1
660053,PM-0200,DT-0900,0,0
660054,PM-0200,JN-1900,5,1
660056,MS-4100,CJ-1100,7,1
660060,MS-4100,AA-0025,0,0
660061,MS-4100,TR-0370,17,1
660063,PM-0200,OD-0100,-4,1
660065,PM-0200,ES-0200,16,1
660067,PM-0200,AC-0100,2,1
660069,PM-0200,ES-0200,0,0
660074,MS-4100,LM-1500,5,1
660076,MS-4100,GT-0100,0,0
660077,PM-0200,ES-0200,10,1
660078,PM-0200,CA-0750,9,1
660081,PM-0200,OD-0100,0,0
660083,MS-4100,EE-0050,6,1
660085,MS-4100,CJ-1100,6,1
660087,MS-4100,AA-0025,3,1
660088,MS-4100,AA-0025,0,0
660091,PM-0200,ES-0200,6,1
660092,PM-0200,DT-0900,12,1
660093,PM-0200,OD-0100,3,1
660094,PM-0200,BF-0950,13,1
660095,PM-0200,OD-0100,0,0
660097,PM-0200,BF-0950,13,1
660099,PM-0200,VG-0300,26,1
660104,MS-4100,CJ-1100,25,1
660105,MS-4100,CJ-1100,9,1
660106,MS-4100,GT-0100,3,1
660107,MS-4100,CJ-1100,0,0
660108,MS-4100,CJ-1100,11,1
660110,MS-4100,TR-0370,16,1
660111,MS-4100,CJ-1100,0,0
660116,PM-0200,DT-0900,0,0
660117,PM-0200,BF-0950,11,1
660118,PM-0200,DT-0900,15,1
660119,PM-0200,OD-0100,9,1
660120,PM-0200,OD-0100,0,0
660121,PM-0200,ES-0200,0,0
660122,PM-0200,DT-0900,45,1
660127,PM-0200,DT-0900,7,1
660130,PM-0200,DT-0900,1,1
660131,PM-0200,DT-0900,-8,1
660134,MS-4100,CJ-1100,7,1
660136,MS-4100,AA-0025,16,1
660139,PM-0200,ES-0200,15,1
660140,PM-0200,DT-0900,0,0
660141,PM-0200,DT-0900,17,1
660144,PM-0200,JN-1900,5,1
660145,PM-0200,OD-0100,0,0
660148,MS-4100,GT-0100,33,1
660152,MS-4100,MS-4100,-6,1
660154,PM-0200,OD-0100,9,1
660157,PM-0200,ES-0200,0,0
660158,PM-0200,JN-1900,17,1
660161,MS-4100,EE-0050,4,1
660162,MS-4100,CJ-1100,7,1
660163,MS-4100,EE-0050,0,0
660164,MS-4100,LM-1500,0,0
660165,MS-4100,CJ-1100,0,0
660169,PM-0200,ES-0200,6,1
660170,PM-0200,RH-2350,3,1
660172,MS-4100,GT-0100,6,1
660173,MS-4100,CJ-1100,5,1
660175,PM-0200,BF-0950,13,1
660177,PM-0200,DT-0900,-1,1
660178,PM-0200,DT-0900,0,0
660182,MS-4100,TR-0370,7,1
660186,MS-4100,AA-0025,0,0
660187,MS-4100,EE-0050,29,1
660189,MS-4100,JB-2700,-2,1
660190,MS-4100,CJ-1100,0,0
660192,PM-0200,ES-0200,34,1
660195,PM-0200,OD-0100,11,1
660198,MS-4100,TR-0370,1,1
660199,MS-4100,EE-0050,22,1
660200,MS-4100,TR-0370,9,1
660201,MS-4100,GT-0100,12,1
660202,MS-4100,TR-0370,0,0
660203,MS-4100,TR-0370,7,1
660204,MS-4100,TR-0370,4,1
660205,MS-4100,LM-1500,5,1
660208,MS-4100,CJ-1100,0,0
660209,MS-4100,TR-0370,5,1
660210,MS-4100,TR-0370,0,0
660211,MS-4100,GT-0100,0,0
660214,AR-1300,DA-0212,0,0
660216,AR-1300,DA-0212,0,0
660220,AS-1600,JM-0200,0,0
660222,AR-1300,JJ-0775,0,0
660225,AR-1300,JJ-4200,12,1
660226,AR-1300,EL-0010,26,1
660227,AR-1300,TM-3150,8,1
660232,AS-1600,JM-0200,0,0
660242,AR-1300,JS-6200,19,1
660243,AR-1300,TM-3150,6,1
660246,AR-1300,RC-1500,3,1
660249,AS-1600,JC-2300,1,1
660250,AS-1600,DH-1450,0,0
660255,AR-1300,JJ-4200,20,1
660257,AR-1300,RR-1050,7,1
660258,AR-1300,RR-1050,0,0
660259,AR-1300,RC-1500,0,0
660261,AS-1600,TK-0150,38,1
660262,AS-1600,TK-0150,0,0
660266,AR-1300,AQ-0100,7,1
660267,AR-1300,RC-1500,27,1
660270,AR-1300,AQ-0100,7,1
660274,AR-1300,JJ-4200,9,1
660284,AR-1300,RC-1500,0,0
660285,AR-1300,EL-0010,6,1
660287,AR-1300,RC-1500,15,1
660288,AR-1300,RC-1500,9,1
660291,AR-1300,JJ-4200,27,1
660296,AS-1600,AW-1650,0,0
660300,AS-1600,TK-0150,-3,1
660301,AS-1600,TK-0150,0,0
660302,AS-1600,TK-0150,5,1
660305,AR-1300,RC-1500,0,0
660306,AR-1300,RC-1500,0,0
660310,AS-1600,JC-2300,9,1
660313,AR-1300,RC-1500,29,1
660315,AR-1300,JJ-4200,0,0
660316,AR-1300,JJ-4200,9,1
660319,AS-1600,JM-0200,0,0
660321,AS-1600,AW-1650,0,0
660322,AR-1300,RC-1500,4,1
660325,AS-1600,JC-2300,4,1
660326,AS-1600,TK-0150,6,1
660327,AS-1600,AW-1650,0,0
660328,AS-1600,JC-2300,13,1
660329,AS-1600,JC-2300,6,1
660330,AS-1600,TK-0150,20,1
660333,AS-1600,JM-0200,31,1
660335,AS-1600,JM-0200,5,1
660339,AR-1300,EL-0010,9,1
660342,AR-1300,JJ-4200,52,1
660343,AR-1300,RC-1500,0,0
660345,AR-1300,RC-1500,4,1
660348,AS-1600,JA-2900,5,1
660352,AS-1600,JM-0200,61,1
660353,AS-1600,TK-0150,0,0
660354,AS-1600,JM-0200,5,1
660360,AR-1300,RR-1050,8,1
660361,AR-1300,JJ-4200,10,1
660364,AR-1300,RR-1050,0,0
660366,AS-1600,TK-0150,14,1
660367,AS-1600,TK-0150,0,0
660368,AS-1600,CC-3950,16,1
660369,AS-1600,JM-0200,11,1
660370,AS-1600,JC-2300,0,0
660372,AS-1600,JC-2300,0,0
660373,AS-1600,JM-0200,17,1
660374,AS-1600,CW-1450,0,0
660376,AS-1600,JM-0200,3,1
660377,AS-1600,JA-2900,0,0
660378,AS-1600,JA-2900,3,1
660379,AS-1600,JM-0200,8,1
660381,AS-1600,DT-0850,9,1
660382,AS-1600,DT-0850,3,1
660391,AS-1600,JA-2900,0,0
660394,MV-0300,HM-0200,0,0
660397,MV-0300,LB-0250,9,1
660399,JF-1900,SS-2100,0,0
660400,JF-1900,MB-4050,0,0
660406,MV-0300,MW-1250,18,1
660408,MV-0300,LB-0250,2,1
660414,JF-1900,SS-2100,11,1
660415,JF-1900,MW-2450,10,1
660418,JF-1900,SS-2100,5,1
660423,JF-1900,MC-0150,7,1
660427,MV-0300,AB-3500,-5,1
660428,MV-0300,LB-0250,0,1
660429,MV-0300,AB-3500,6,1
660433,JF-1900,MW-2450,7,1
660435,JF-1900,KA-0400,14,1
660438,JF-1900,SS-2100,0,0
660439,MV-0300,AB-3500,0,0
660445,JF-1900,MB-4050,1,1
660448,MV-0300,SC-0775,11,1
660453,MV-0300,DH-2800,11,1
660459,JF-1900,SS-2100,0,0
660462,MV-0300,AB-3500,8,1
660463,MV-0300,AB-3500,16,1
660464,MV-0300,LB-0250,-1,1
660474,MV-0300,LB-0250,7,1
660475,MV-0300,DH-2800,9,1
660478,JF-1900,KJ-1400,3,1
660480,JF-1900,KA-0400,17,1
660483,JF-1900,KA-0400,15,1
