pid,psr,trg,yds,comp
661891,AS-1600,JM-0200,11,1
661895,AS-1600,,0,0
661899,AS-1600,CC-3950,0,0
661904,AD-0100,TE-0300,23,1
661905,AD-0100,AG-1500,4,1
661906,AD-0100,MS-0150,6,1
661907,AD-0100,MJ-2250,0,0
661910,AD-0100,BT-0300,55,1
661913,AS-1600,JM-0200,33,1
661915,AS-1600,TK-0150,9,1
661918,AS-1600,CC-3950,0,0
661919,AS-1600,JC-2300,13,1
661922,AD-0100,MJ-2250,4,1
661924,AD-0100,MS-0150,0,0
661925,AD-0100,MS-0150,20,1
661927,AD-0100,TE-0300,0,0
661929,AD-0100,AG-1500,0,0
661932,AS-1600,,0,0
661934,AS-1600,TK-0150,11,1
661935,AD-0100,MS-0150,0,0
661939,AS-1600,JA-2900,9,1
661941,AS-1600,JM-0200,6,1
661942,AS-1600,TK-0150,14,1
661944,AS-1600,CW-1450,4,1
661946,AS-1600,JM-0200,10,1
661949,AS-1600,JM-0200,0,0
661950,AS-1600,JA-2900,0,0
661951,AS-1600,JA-2900,13,1
661952,AS-1600,CW-1450,0,0
661953,AS-1600,CW-1450,0,0
661954,AS-1600,TK-0150,0,0
661962,AD-0100,TE-0300,30,1
661967,AS-1600,CC-3950,44,1
661969,AS-1600,CC-3950,0,0
661970,AS-1600,TK-0150,6,1
661971,AS-1600,JM-0200,2,1
661981,AS-1600,CC-3950,9,1
661982,AS-1600,TK-0150,0,0
661983,AS-1600,JA-2900,13,1
661986,JM-2900,TB-1060,9,1
661987,JM-2900,TG-0025,0,0
661988,JM-2900,TB-1060,0,0
661990,PR-0300,SJ-0600,0,0
661991,PR-0300,KA-0650,0,0
661992,PR-0300,SJ-0600,0,0
661995,JM-2900,GB-0200,4,1
661999,PR-0300,MF-0800,0,0
662002,JM-2900,GB-0200,27,1
662004,JM-2900,BH-0800,7,1
662007,JM-2900,,0,0
662008,JM-2900,TB-1060,10,1
662011,JM-2900,DJ-1850,-6,1
662012,JM-2900,DJ-1850,11,1
662017,PR-0300,MF-0800,20,1
662019,PR-0300,DW-4300,5,1
662020,PR-0300,LG-0750,9,1
662022,PR-0300,KA-0650,0,0
662023,PR-0300,KA-0650,28,1
662026,JM-2900,GB-0200,9,1
662028,JM-2900,TG-0025,5,1
662029,JM-2900,DJ-1850,34,1
662032,PR-0300,DI-0075,5,1
662033,PR-0300,SJ-0600,7,1
662036,PR-0300,LG-0750,8,1
662038,PR-0300,DI-0075,0,0
662039,PR-0300,SJ-0600,2,1
662044,JM-2900,DJ-1850,16,1
662047,JM-2900,DJ-1850,0,0
662048,JM-2900,DJ-1850,15,1
662049,JM-2900,TG-0025,10,1
662052,PR-0300,MG-1150,5,1
662053,PR-0300,KA-0650,0,0
662056,JM-2900,TB-1060,0,0
662057,JM-2900,DB-3200,0,0
662059,PR-0300,SJ-0600,10,1
662061,PR-0300,DW-4300,16,1
662063,PR-0300,SJ-0600,0,0
662066,PR-0300,SJ-0600,13,1
662067,PR-0300,,0,0
662068,PR-0300,LG-0750,0,0
662069,PR-0300,LG-0750,0,0
662073,JM-2900,DJ-1850,9,1
662074,JM-2900,DJ-1850,3,1
662076,JM-2900,TB-1060,11,1
662077,JM-2900,AH-1900,9,1
662079,JM-2900,TB-1060,15,1
662080,JM-2900,AH-1900,0,0
662081,JM-2900,IC-0300,14,1
662085,PR-0300,KA-0650,31,1
662086,PR-0300,SJ-0600,0,0
662087,PR-0300,DW-4300,2,1
662092,PR-0300,DI-0075,0,0
662093,PR-0300,KA-0650,5,1
662097,JM-2900,AH-1900,18,1
662099,JM-2900,IC-0300,-5,1
662100,JM-2900,IC-0300,53,1
662102,JM-2900,SD-0800,-1,1
662103,JM-2900,DJ-1850,-5,1
662107,PR-0300,DW-4300,61,1
662108,PR-0300,LG-0750,19,1
662111,JM-2900,TB-1060,0,0
662113,JM-2900,TB-1060,0,0
662117,PR-0300,MG-1150,3,1
662118,PR-0300,DI-0075,15,1
662120,PR-0300,JP-2800,0,0
662125,JM-2900,TB-1060,16,1
662127,JM-2900,DJ-1850,8,1
662130,JM-2900,GB-0200,15,1
662134,PR-0300,DJ-1300,0,0
662135,PR-0300,DI-0075,68,1
662138,PR-0300,JP-2800,1,1
662142,JM-2900,TG-0025,4,1
662144,JM-2900,TB-1060,18,1
662147,JM-2900,TG-0025,3,1
662148,JM-2900,GB-0200,19,1
662150,JM-2900,GB-0200,1,1
662154,PR-0300,LG-0750,17,1
662155,PR-0300,KA-0650,8,1
662163,AR-1300,TM-3150,0,0
662166,AR-1300,EL-0010,0,0
662167,AR-1300,JS-6200,8,1
662168,AR-1300,RC-1500,10,1
662169,AR-1300,JJ-4200,5,1
662171,AR-1300,RR-1050,12,1
662173,AR-1300,RC-1500,19,1
662175,AR-1300,RR-1050,9,1
662179,CK-0100,AB-2000,0,0
662182,CK-0100,RB-4900,6,1
662186,AR-1300,RC-1500,6,1
662193,CK-0100,AB-2000,3,1
662194,CK-0100,AB-2000,1,1
662195,CK-0100,VM-0250,0,0
662196,CK-0100,TS-2300,0,0
662200,AR-1300,RR-1050,0,0
662207,AR-1300,JJ-4200,8,1
662208,AR-1300,TM-3150,0,0
662212,CK-0100,QP-0050,40,1
662214,CK-0100,GC-0350,13,1
662217,CK-0100,AB-2000,8,1
662220,CK-0100,VM-0250,7,1
662223,AR-1300,EL-0010,3,1
662225,AR-1300,JJ-4200,36,1
662226,AR-1300,TM-3150,4,1
662230,AR-1300,TM-3150,3,1
662231,AR-1300,JJ-4200,0,0
662232,AR-1300,RC-1500,6,1
662234,AR-1300,RC-1500,0,0
662235,AR-1300,EL-0010,0,0
662239,CK-0100,GC-0350,0,0
662241,CK-0100,QP-0050,13,1
662243,CK-0100,CH-5000,2,1
662248,AR-1300,RR-1050,8,1
662249,AR-1300,JJ-4200,11,1
662250,AR-1300,TM-3150,0,0
662251,AR-1300,RC-1500,3,1
662252,AR-1300,JJ-4200,38,1
662254,AR-1300,RC-1500,0,0
662260,CK-0100,GC-0350,5,1
662263,AR-1300,JK-2200,8,1
662264,AR-1300,RR-1050,7,1
662269,AR-1300,RC-1500,0,0
662272,CK-0100,GC-0350,0,0
662274,CK-0100,TS-2300,7,1
662279,AR-1300,RR-1050,9,1
662281,AR-1300,TM-3150,8,1
662283,AR-1300,JS-6200,3,1
662286,CK-0100,TS-2300,0,0
662288,CK-0100,AB-2000,0,0
662293,CK-0100,AB-2000,0,0
662294,CK-0100,AB-2000,0,0
662295,CK-0100,TS-2300,47,1
662297,CK-0100,RB-4900,0,0
662298,CK-0100,TS-2300,0,0
662310,CK-0100,RB-4900,0,0
662311,CK-0100,GC-0350,8,1
662313,NF-0250,TG-1950,8,1
662315,NF-0250,TA-1050,12,1
662319,CP-0500,JB-6950,11,1
662320,CP-0500,JB-6950,14,1
662322,CP-0500,JG-3700,0,0
662327,NF-0250,LK-0200,0,0
662333,CP-0500,DJ-1325,20,1
662337,CP-0500,DJ-1325,0,0
662343,NF-0250,JC-4300,0,0
662345,CP-0500,CJ-1700,4,1
662346,CP-0500,JB-6950,8,1
662347,CP-0500,LF-0200,0,0
662348,CP-0500,CJ-1700,1,1
662349,CP-0500,MF-0950,10,1
662350,CP-0500,JB-6950,0,0
662351,CP-0500,MF-0950,12,1
662355,CP-0500,JB-6950,8,1
662360,NF-0250,JC-4300,2,1
662361,NF-0250,SB-0070,0,0
662364,CP-0500,DF-0550,17,1
662365,CP-0500,JB-6950,9,1
662366,CP-0500,JB-6950,0,0
662368,NF-0250,JC-4300,12,1
662369,NF-0250,TA-1050,47,1
662370,NF-0250,JC-4300,8,1
662372,NF-0250,JC-4300,0,0
662375,CP-0500,LF-0200,13,1
662376,CP-0500,MF-0950,0,0
662378,CP-0500,MF-0950,9,1
662380,CP-0500,DJ-1325,1,1
662381,CP-0500,LF-0200,0,0
662382,CP-0500,DJ-1325,0,0
662387,NF-0250,BC-3070,7,1
662389,CP-0500,DJ-1325,0,0
662390,CP-0500,LF-0200,12,1
662391,CP-0500,,0,0
662396,NF-0250,TA-1050,17,1
662397,NF-0250,CH-1230,4,1
662398,NF-0250,TA-1050,-1,1
662399,NF-0250,SB-0070,12,1
662400,NF-0250,TG-1950,7,1
662402,NF-0250,JC-4300,0,0
662403,NF-0250,TA-1050,0,0
662405,CP-0500,LF-0200,22,1
662407,CP-0500,JB-6950,13,1
662408,CP-0500,LF-0200,20,1
662413,NF-0250,SB-0070,18,1
662420,CP-0500,LF-0200,16,1
662422,CP-0500,MF-0950,0,0
662423,CP-0500,JG-3700,8,1
662429,NF-0250,LK-0200,0,0
662430,NF-0250,BC-3070,-3,1
662433,CP-0500,JB-6750,20,1
662434,CP-0500,LF-0200,2,1
662435,CP-0500,CJ-1700,6,1
662436,CP-0500,JG-3700,0,0
662443,NF-0250,TA-1050,9,1
662445,NF-0250,TA-1050,12,1
662448,CP-0500,MF-0950,22,1
662449,CP-0500,DJ-1325,19,1
662450,CP-0500,DJ-1325,0,0
662451,CP-0500,JB-6950,0,0
662452,CP-0500,MF-0950,6,1
662453,CP-0500,LF-0200,14,1
662455,CP-0500,DJ-1325,23,1
662460,NF-0250,KB-1900,0,0
662462,CP-0500,JB-6950,12,1
662464,CP-0500,DJ-1325,0,0
662465,CP-0500,JB-6750,0,0
662466,CP-0500,DJ-1325,0,0
662474,TB-2650,MW-0500,4,1
662475,TB-2650,AT-0350,12,1
662480,PM-0200,CA-0750,27,1
662481,PM-0200,DT-0900,5,1
662482,PM-0200,DT-0900,11,1
662485,PM-0200,DT-0900,0,0
662486,PM-0200,OD-0100,0,0
662489,TB-2650,KR-1200,6,1
662491,TB-2650,MW-0500,10,1
662492,TB-2650,SD-0537,2,1
662493,TB-2650,AT-0350,0,0
662494,TB-2650,SD-0537,7,1
662497,TB-2650,AP-0700,0,0
662498,TB-2650,MW-0500,18,1
662499,TB-2650,AP-0700,-2,1
662501,TB-2650,MW-0500,0,1
662504,PM-0200,OD-0100,0,0
662509,TB-2650,ZL-0200,0,0
662511,TB-2650,SD-0537,25,1
662513,TB-2650,KR-1200,0,0
662514,TB-2650,MW-0500,0,0
662521,TB-2650,KR-1200,0,0
662524,PM-0200,DT-0900,30,1
662527,PM-0200,DT-0900,1,1
662532,TB-2650,AT-0350,9,1
662534,TB-2650,SD-0537,0,0
662538,TB-2650,SD-0537,25,1
662539,TB-2650,SD-0537,0,0
662540,TB-2650,MW-0500,0,0
662542,TB-2650,MP-2350,0,0
662543,TB-2650,SD-0537,0,0
662544,TB-2650,SD-0537,0,0
662547,PM-0200,DT-0900,3,1
662548,PM-0200,OD-0100,8,1
662549,PM-0200,ES-0200,0,0
662550,PM-0200,DT-0900,0,1
662551,PM-0200,DT-0900,24,1
662552,PM-0200,AC-0100,0,0
662554,TB-2650,MW-0500,18,1
662555,TB-2650,MW-0500,4,1
662560,PM-0200,RH-2350,5,1
662564,PM-0200,ES-0200,43,1
662565,PM-0200,ES-0200,0,0
662568,PM-0200,OD-0100,1,1
662572,TB-2650,AP-0700,-1,1
662573,TB-2650,AT-0350,5,1
662576,PM-0200,OD-0100,0,0
662578,PM-0200,DT-0900,4,1
662589,PM-0200,ES-0200,8,1
662595,TB-2650,AT-0350,0,0
662596,TB-2650,SD-0537,7,1
662597,TB-2650,AT-0350,18,1
662598,TB-2650,KR-1200,1,1
662599,TB-2650,CP-0750,9,1
662603,TB-2650,AT-0350,16,1
662607,PM-0200,DT-0900,15,1
662608,PM-0200,DT-0900,0,0
662609,TB-2650,AP-0700,7,1
662610,TB-2650,MW-0500,12,1
662613,TB-2650,SD-0537,21,1
662616,TB-2650,AT-0350,10,1
662619,PM-0200,ES-0200,17,1
662620,PM-0200,ES-0200,0,0
662621,PM-0200,BF-0950,11,1
662627,PM-0200,DT-0900,0,0
662630,TB-2650,AP-0700,9,1
662633,TB-2650,MW-0500,17,1
662634,TB-2650,AP-0700,0,0
662638,DB-3800,MI-0100,4,1
662639,DB-3800,KR-1050,0,0
662640,DB-3800,MC-2400,0,0
662645,BW-0850,TW-2270,8,1
662647,BW-0850,TW-2270,0,0
662648,BW-0850,JW-6000,9,1
662651,DB-3800,WS-0925,11,1
662652,DB-3800,BC-2325,0,0
662653,DB-3800,CS-3400,-1,1
662654,DB-3800,WS-0925,19,1
662656,DB-3800,BW-0700,21,1
662658,DB-3800,MC-2400,2,1
662659,DB-3800,MI-0100,3,1
662660,DB-3800,BW-0700,7,1
662661,DB-3800,JH-4070,3,1
662667,BW-0850,JW-6000,7,1
662670,BW-0850,JW-6000,13,1
662671,BW-0850,GE-0250,0,0
662673,BW-0850,CB-1130,14,1
662683,DB-3800,KR-1050,-4,1
662684,DB-3800,MI-0100,14,1
662686,DB-3800,MC-2400,4,1
662690,BW-0850,CB-1130,4,1
662694,BW-0850,JH-0860,7,1
662696,BW-0850,TC-1700,4,1
662697,BW-0850,JW-6000,0,0
662699,DB-3800,BC-2325,0,1
662700,DB-3800,MI-0100,5,1
662701,DB-3800,BW-0700,2,1
662703,BW-0850,TW-2270,0,0
662707,DB-3800,MI-0100,11,1
662709,DB-3800,MI-0100,14,1
662713,BW-0850,CB-1130,7,1
662717,DB-3800,BC-2325,0,0
662721,BW-0850,TW-2270,0,0
662725,BW-0850,BB-4100,67,1
662726,BW-0850,TW-2270,0,0
662727,BW-0850,TW-2270,0,0
662734,DB-3800,WS-0925,11,1
662735,DB-3800,BC-2325,13,1
662737,DB-3800,WS-0925,11,1
662739,DB-3800,CS-3400,2,1
662740,DB-3800,CS-3400,9,1
662744,DB-3800,BC-2325,9,1
662749,BW-0850,CB-1130,15,1
662756,DB-3800,JH-4070,8,1
662757,DB-3800,MC-2400,6,1
662758,DB-3800,MI-0100,0,0
662759,DB-3800,BC-2325,3,1
662760,DB-3800,KR-1050,9,1
662762,DB-3800,CS-3400,9,1
662774,DB-3800,WS-0925,20,1
662775,DB-3800,BC-2325,0,0
662777,DB-3800,BC-2325,0,0
662779,BW-0850,JW-6000,0,0
662780,BW-0850,TW-2270,24,1
662781,BW-0850,JW-6000,28,1
662782,BW-0850,CB-1130,19,1
662783,BW-0850,TW-2270,0,0
662784,BW-0850,CB-1130,3,1
662785,BW-0850,TW-2270,0,0
662786,BW-0850,TW-2270,17,1
662790,DB-3800,MC-2400,7,1
662792,DB-3800,WS-0925,17,1
662793,DB-3800,BC-1850,30,1
662799,DB-3800,KR-1050,0,0
662800,DB-3800,CS-3400,80,1
662803,MS-4100,ZZ-0100,4,1
662804,MS-4100,CJ-1100,15,1
662807,MS-4100,TR-0370,1,1
662810,RW-3850,TL-1025,12,1
662816,RW-3850,FJ-0100,0,0
662818,MS-4100,AA-0025,12,1
662819,MS-4100,MB-5175,3,1
662824,RW-3850,FJ-0100,26,1
662825,RW-3850,JG-2900,0,0
662829,MS-4100,AA-0025,-1,1
662830,MS-4100,EE-0050,19,1
662832,MS-4100,AA-0025,0,0
662833,MS-4100,EE-0050,0,0
662837,RW-3850,JG-2900,6,1
662839,RW-3850,FJ-0100,7,1
662840,RW-3850,JK-0250,34,1
662841,RW-3850,DB-0500,24,1
662846,MS-4100,EE-0050,3,1
662848,MS-4100,GT-0100,4,1
662850,MS-4100,CJ-1100,7,1
662851,MS-4100,LM-1500,17,1
662853,MS-4100,AA-0025,0,0
662854,MS-4100,CJ-1100,0,0
662858,RW-3850,DB-0500,9,1
662861,RW-3850,TL-1025,23,1
662869,MS-4100,TR-0370,13,1
662870,MS-4100,CJ-1100,0,0
662871,MS-4100,CJ-1100,0,0
662872,MS-4100,TW-3900,0,0
662878,RW-3850,FJ-0100,0,0
662879,RW-3850,TL-1025,15,1
662882,RW-3850,TR-0112,-1,1
662883,RW-3850,TL-1025,0,0
662886,MS-4100,CJ-1100,0,0
662888,MS-4100,CJ-1100,7,1
662890,MS-4100,TR-0370,6,1
662892,MS-4100,LM-1500,0,0
662893,MS-4100,GT-0100,0,0
662895,RW-3850,LW-1450,6,1
662897,RW-3850,LW-1450,9,1
662899,RW-3850,CM-0850,21,1
662900,RW-3850,TL-1025,8,1
662903,RW-3850,BD-0150,12,1
662904,RW-3850,LW-1450,0,0
662906,MS-4100,GT-0100,3,1
662907,MS-4100,AA-0025,0,0
662909,MS-4100,TR-0370,10,1
662911,RW-3850,DB-0500,3,1
662912,RW-3850,DB-0500,0,0
662913,RW-3850,JG-2900,13,1
662919,MS-4100,TR-0370,1,1
662920,MS-4100,CJ-1100,6,1
662922,RW-3850,JG-2900,6,1
662925,RW-3850,JG-2900,4,1
662935,MS-4100,CJ-1100,5,1
662936,MS-4100,GT-0100,22,1
662937,MS-4100,LM-1500,4,1
662938,MS-4100,CJ-1100,6,1
662940,MS-4100,TW-3900,26,1
662943,MS-4100,CJ-1100,10,1
662946,RW-3850,JK-0250,50,1
662955,RM-0300,AF-0900,7,1
662957,RM-0300,DH-3950,10,1
662959,RM-0300,DH-3950,7,1
662960,RM-0300,AF-0900,9,1
662962,RM-0300,KM-3250,0,0
662963,RM-0300,AF-0900,0,0
662966,MH-1600,CF-0650,4,1
662967,MH-1600,TH-1850,0,0
662972,RM-0300,DH-3950,14,1
662974,RM-0300,AF-0900,-5,1
662979,MH-1600,DM-2775,3,1
662980,MH-1600,AJ-0900,23,1
662981,MH-1600,JD-2550,0,0
662982,MH-1600,AJ-0900,4,1
662985,RM-0300,KM-3250,8,1
662992,MH-1600,TH-1850,12,1
662996,MH-1600,AJ-0900,10,1
662999,MH-1600,DM-2775,0,0
663000,MH-1600,TH-1850,15,1
663002,MH-1600,TH-1850,11,1
663003,MH-1600,TH-1850,0,0
663006,RM-0300,DH-3950,0,0
663010,BH-1900,DH-3950,0,0
663011,BH-1900,DH-3950,24,1
663012,BH-1900,KM-3250,4,1
663014,BH-1900,DH-3950,11,1
663018,BH-1900,DH-3950,12,1
663022,MH-1600,PD-0800,9,1
663023,MH-1600,PD-0800,0,0
663025,MH-1600,DM-2775,0,0
663027,BH-1900,CP-1950,12,1
663030,BH-1900,CW-4050,0,0
663031,BH-1900,KM-3250,0,0
663032,BH-1900,DH-3950,17,1
663033,BH-1900,CP-1950,5,1
663036,BH-1900,CP-1950,0,0
663037,BH-1900,KM-3250,0,0
663038,BH-1900,JS-7075,42,1
663041,MH-1600,DA-0850,21,1
663042,MH-1600,AJ-0900,24,1
663050,BH-1900,CF-0375,4,1
663054,MH-1600,TH-1850,0,0
663056,BH-1900,DH-3950,5,1
663058,BH-1900,DH-3950,14,1
663060,BH-1900,AF-0900,10,1
663061,BH-1900,KM-3250,6,1
663063,BH-1900,DH-3950,34,1
663065,BH-1900,JS-7075,11,1
663068,MH-1600,CF-0650,5,1
663073,MH-1600,JR-2775,6,1
663074,MH-1600,AJ-0900,14,1
663075,MH-1600,JD-2550,0,1
663080,MH-1600,AJ-0900,0,0
663085,MH-1600,CF-0650,0,0
663086,MH-1600,AJ-0900,2,1
663089,BH-1900,AF-0900,32,1
663090,BH-1900,GG-0400,8,1
663092,BH-1900,AF-0900,4,1
663094,BH-1900,AB-1975,11,1
663095,BH-1900,AF-0900,5,1
663096,BH-1900,DH-3950,0,0
663099,MH-1600,TH-1850,7,1
663103,MH-1600,TH-1850,0,0
663104,MH-1600,ZT-0200,0,0
663106,BH-1900,DH-3950,21,1
663107,BH-1900,AF-0900,12,1
663108,BH-1900,KM-3250,5,1
663109,BH-1900,AF-0900,3,1
663110,BH-1900,KM-3250,0,0
663113,MH-1600,TH-1850,43,1
663119,JC-6200,MW-3250,3,1
663120,JC-6200,JB-2950,8,1
663122,JC-6200,MF-1300,9,1
663124,JC-6200,MF-1300,0,0
663125,JC-6200,MF-1300,1,1
663128,AS-1600,TK-0150,4,1
663129,AS-1600,JC-2300,0,0
663132,JC-6200,MF-1300,3,1
663137,JC-6200,MW-3250,9,1
663138,JC-6200,MB-1800,0,0
663141,JC-6200,MW-3250,12,1
663144,JC-6200,CM-2245,4,1
663145,JC-6200,MF-1300,18,1
663146,JC-6200,MB-1800,0,0
663147,JC-6200,JL-0280,14,1
663150,JC-6200,MF-1300,0,0
663153,AS-1600,CC-3950,0,0
663154,AS-1600,CC-3950,6,1
663155,AS-1600,JM-0200,0,0
663159,JC-6200,JB-2950,0,0
663161,AS-1600,TK-0150,15,1
663165,AS-1600,JC-2300,0,0
663167,AS-1600,DT-0850,19,1
663174,AS-1600,JM-0200,9,1
663175,AS-1600,DT-0850,5,1
663176,AS-1600,JM-0200,0,0
663177,AS-1600,JC-2300,26,1
663178,AS-1600,JC-2300,0,0
663182,JC-6200,MB-1800,0,0
663184,JC-6200,MM-0900,0,0
663187,AS-1600,JM-0200,0,1
663188,AS-1600,JM-0200,12,1
663189,AS-1600,JM-0200,10,1
663190,AS-1600,CC-3950,0,0
663192,AS-1600,TK-0150,16,1
663194,AS-1600,JM-0200,9,1
663195,AS-1600,JM-0200,6,1
663208,AS-1600,JM-0200,16,1
663210,AS-1600,TK-0150,0,0
663211,AS-1600,CW-1450,0,0
663213,JC-6200,JB-2950,4,1
663216,JC-6200,JB-2950,8,1
663218,JC-6200,MW-3250,33,1
663220,JC-6200,ZM-0250,0,0
663221,JC-6200,JB-2950,5,1
663222,JC-6200,MW-3250,0,0
663227,AS-1600,TK-0150,0,0
663232,JC-6200,JB-2950,7,1
663233,JC-6200,JB-2950,-1,1
663237,AS-1600,CW-1450,5,1
663239,AS-1600,TK-0150,0,0
663241,JC-6200,MB-1800,8,1
663243,JC-6200,MM-0900,0,0
663244,JC-6200,MB-1800,7,1
663245,JC-6200,MB-1800,0,0
663246,JC-6200,MM-0900,0,0
663249,AS-1600,DT-0850,0,0
663254,JC-6200,JL-0280,0,0
663255,JC-6200,CM-2245,18,1
663256,JC-6200,MB-1800,0,0
663257,JC-6200,MB-1800,11,1
663258,JC-6200,MW-3250,6,1
663261,JC-6200,KL-0550,0,0
663262,JC-6200,MW-3250,22,1
663267,AS-1600,JM-0200,0,0
663269,JC-6200,JB-2950,0,0
663270,JC-6200,CM-2245,20,1
663271,JC-6200,MB-1800,0,0
663272,JC-6200,CM-2245,10,1
663273,JC-6200,MB-1800,0,0
663274,JC-6200,MW-3250,0,0
663276,JC-6200,MB-1800,6,1
663277,JC-6200,MF-1300,7,1
663280,AS-1600,JM-0200,23,1
663281,AS-1600,JM-0200,0,0
663284,AD-0100,AG-1500,8,1
663287,AD-0100,AG-1500,14,1
663289,AD-0100,MJ-2250,44,1
663290,AD-0100,TE-0300,14,1
663296,RW-3850,JG-2900,4,1
663300,RW-3850,JK-0250,30,1
663304,AD-0100,AG-1500,22,1
663307,AD-0100,TE-0300,0,0
663312,RW-3850,JG-2900,0,0
663313,RW-3850,LW-1450,8,1
663315,AD-0100,MJ-2250,5,1
663316,AD-0100,TE-0300,0,0
663317,AD-0100,MS-0150,21,1
663318,AD-0100,GB-0350,8,1
663320,AD-0100,TE-0300,0,0
663321,AD-0100,AG-1500,9,1
663322,AD-0100,MJ-2250,-2,1
663324,AD-0100,GB-0350,0,0
663329,RW-3850,JK-0250,8,1
663335,AD-0100,AG-1500,12,1
663342,AD-0100,GB-0350,10,1
663346,AD-0100,JH-4025,0,0
663347,AD-0100,GB-0350,0,1
663348,AD-0100,AG-1500,0,0
663349,RW-3850,FJ-0100,8,1
663350,RW-3850,DB-0500,11,1
663351,RW-3850,DB-0500,13,1
663352,RW-3850,TL-1025,0,0
663353,RW-3850,TL-1025,22,1
663354,RW-3850,JG-2900,22,1
663359,RW-3850,JG-2900,4,1
663362,RW-3850,DB-0500,46,1
663363,RW-3850,JG-2900,0,0
663365,AD-0100,JH-4025,12,1
663367,AD-0100,AG-1500,0,0
663368,AD-0100,MJ-2250,0,0
663374,AD-0100,GB-0350,2,1
663375,AD-0100,TE-0300,5,1
663379,AD-0100,GB-0350,0,0
663381,AD-0100,GB-0350,0,0
663383,AD-0100,,0,0
663388,RW-3850,TL-1025,0,0
663393,AD-0100,TE-0300,12,1
663395,AD-0100,TE-0300,0,0
663399,RW-3850,JK-0250,0,0
663404,AD-0100,TE-0300,10,1
663407,RW-3850,LW-1450,9,1
663411,RW-3850,,0,0
663413,AD-0100,MJ-2250,5,1
663414,AD-0100,MS-0150,10,1
663416,AD-0100,MS-0150,25,1
663418,AD-0100,MS-0150,6,1
663419,AD-0100,MS-0150,7,1
663420,AD-0100,TE-0300,7,1
663430,AD-0100,GB-0350,1,1
663431,AD-0100,MJ-2250,9,1
663433,AD-0100,TE-0300,25,1
663435,AD-0100,MJ-2250,0,0
663441,RW-3850,TL-1025,7,1
663444,RW-3850,TL-1025,0,0
663445,RW-3850,FJ-0100,9,1
663447,AD-0100,TE-0300,5,1
663448,AD-0100,AG-1500,13,1
663450,AD-0100,MJ-2250,0,0
663454,RW-3850,FJ-0100,12,1
663455,RW-3850,LW-1450,0,0
663458,AD-0100,TE-0300,12,1
663468,KC-2350,PG-0100,11,1
663472,MR-2500,JT-0300,25,1
663473,MR-2500,JJ-4700,0,0
663474,MR-2500,JJ-4700,0,0
663476,KC-2350,MJ-2275,17,1
663479,KC-2350,DC-0775,0,0
663482,MR-2500,JT-0300,4,1
663483,MR-2500,JT-0300,11,1
663485,MR-2500,JT-0300,10,1
663486,MR-2500,TW-0650,0,0
663489,KC-2350,CT-1220,14,1
663493,KC-2350,PG-0100,21,1
663496,KC-2350,CT-1220,3,1
663499,KC-2350,PG-0100,0,0
663500,KC-2350,DC-0775,7,1
663503,MR-2500,JT-0300,0,0
663505,MR-2500,LH-0600,13,1
663507,MR-2500,JJ-4700,0,0
663509,MR-2500,JT-0300,17,1
663513,MR-2500,JJ-4700,0,0
663514,MR-2500,JT-0300,0,0
663517,KC-2350,PG-0100,0,0
663518,KC-2350,MJ-2275,0,0
663519,KC-2350,JC-5680,14,1
663521,KC-2350,PG-0100,0,0
663522,KC-2350,PG-0100,0,0
663525,MR-2500,NW-0500,13,1
663526,MR-2500,NW-0500,0,0
663529,KC-2350,CT-1220,5,1
663530,KC-2350,CT-1220,0,0
663531,KC-2350,RG-1650,0,0
663533,MR-2500,DF-1875,8,1
663535,MR-2500,JT-0300,7,1
663537,MR-2500,JT-0300,5,1
663540,MR-2500,JJ-4700,20,1
663542,MR-2500,DF-1875,5,1
663543,MR-2500,NW-0500,0,0
663544,MR-2500,LH-0600,0,0
663545,MR-2500,DF-1875,7,1
663546,MR-2500,RW-2200,0,0
663548,MR-2500,JJ-4700,0,0
663553,KC-2350,RG-1650,4,1
663554,KC-2350,JC-5680,12,1
663557,KC-2350,CT-1220,-3,1
663561,MR-2500,DF-1875,4,1
663562,MR-2500,NW-0500,0,0
663563,MR-2500,TW-0650,0,0
663564,MR-2500,JJ-4700,9,1
663569,MR-2500,LH-0600,0,0
663573,KC-2350,RG-1650,0,0
663574,KC-2350,PG-0100,0,0
663585,MR-2500,RW-2200,16,1
663590,KC-2350,JC-5680,10,1
663591,KC-2350,JC-5680,26,1
663596,MR-2500,DF-1875,4,1
663598,MR-2500,JJ-4700,10,1
663599,MR-2500,RW-2200,0,0
663601,KC-2350,CT-1220,9,1
663604,KC-2350,JC-5680,-4,1
663607,MR-2500,DF-1875,7,1
663608,MR-2500,JT-0300,15,1
663609,MR-2500,DF-1875,9,1
663610,MR-2500,JJ-4700,12,1
663611,MR-2500,JJ-4700,16,1
663613,MR-2500,LH-0600,0,0
663614,MR-2500,DF-1875,0,0
663615,MR-2500,RW-2200,7,1
663619,KC-2350,DC-0775,20,1
663620,KC-2350,PG-0100,19,1
663621,KC-2350,JC-5680,7,1
663624,KC-2350,JC-5680,5,1
663626,KC-2350,CT-1220,5,1
663627,KC-2350,JC-5680,17,1
663630,KC-2350,RG-1650,0,0
663632,JW-5650,BM-3800,17,1
663634,JW-5650,VJ-0100,14,1
663637,JW-5650,CS-1950,6,1
663647,JW-5650,DM-0450,13,1
663648,JW-5650,ME-0600,10,1
